Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ES-2015-3911616,42313,42318,Second Class,MM-18055,Michelle Moray,Consumer,Tarragona,Catalonia,Spain,South,OFF-SU-10003739,Office Supplies,Supplies,"Elite Box Cutter, Steel",102.87,3,0,40.050000000000004
ES-2015-3911616,42313,42318,Second Class,MM-18055,Michelle Moray,Consumer,Tarragona,Catalonia,Spain,South,OFF-ST-10000648,Office Supplies,Storage,"Eldon File Cart, Industrial",230.20200000000003,2,0.1,5.0820000000000007
ES-2015-3540276,42164,42168,Standard Class,AR-10405,Allen Rosenblatt,Corporate,Berlin,Berlin,Germany,Central,OFF-BI-10000179,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",25.191000000000003,1,0.1,6.4109999999999987
ES-2015-3540276,42164,42168,Standard Class,AR-10405,Allen Rosenblatt,Corporate,Berlin,Berlin,Germany,Central,TEC-AC-10001226,Technology,Accessories,"Enermax Mouse, Programmable",112.833,3,0.1,-12.537000000000001
ES-2015-3540276,42164,42168,Standard Class,AR-10405,Allen Rosenblatt,Corporate,Berlin,Berlin,Germany,Central,TEC-CO-10002157,Technology,Copiers,"Canon Fax Machine, Laser",859.65300000000013,3,0.1,-2.7000000000029445E-2
ES-2015-3540276,42164,42168,Standard Class,AR-10405,Allen Rosenblatt,Corporate,Berlin,Berlin,Germany,Central,OFF-BI-10004722,Office Supplies,Binders,"Avery Index Tab, Clear",10.422000000000001,2,0.1,1.962
ES-2015-3540276,42164,42168,Standard Class,AR-10405,Allen Rosenblatt,Corporate,Berlin,Berlin,Germany,Central,FUR-FU-10003804,Furniture,Furnishings,"Rubbermaid Frame, Durable",288.68400000000008,3,0.1,48.11399999999999
ES-2015-3540276,42164,42168,Standard Class,AR-10405,Allen Rosenblatt,Corporate,Berlin,Berlin,Germany,Central,OFF-BI-10002674,Office Supplies,Binders,"Cardinal Binder Covers, Recycled",55.620000000000005,5,0.1,21.570000000000004
ES-2015-5961845,42292,42297,Standard Class,TB-21520,Tracy Blumstein,Consumer,Aachen,North Rhine-Westphalia,Germany,Central,OFF-BI-10001253,Office Supplies,Binders,"Acco Binder Covers, Recycled",41.04,3,0,12.24
IT-2015-3760449,42220,42222,Second Class,DL-13330,Denise Leinenbach,Consumer,Berlin,Berlin,Germany,Central,OFF-AR-10002485,Office Supplies,Art,"Boston Markers, Easy-Erase",47.952000000000005,2,0.1,-0.58800000000000008
IT-2015-3760449,42220,42222,Second Class,DL-13330,Denise Leinenbach,Consumer,Berlin,Berlin,Germany,Central,FUR-CH-10002335,Furniture,Chairs,"Hon Steel Folding Chair, Red",195.40800000000002,3,0.2,65.897999999999996
IT-2015-3760449,42220,42222,Second Class,DL-13330,Denise Leinenbach,Consumer,Berlin,Berlin,Germany,Central,OFF-SU-10003924,Office Supplies,Supplies,"Elite Trimmer, Steel",73.926000000000016,2,0.1,31.986000000000001
IT-2015-3760449,42220,42222,Second Class,DL-13330,Denise Leinenbach,Consumer,Berlin,Berlin,Germany,Central,OFF-EN-10004150,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Recycled",58.104000000000006,4,0.1,21.864000000000001
ES-2015-5384617,42220,42224,Standard Class,DC-12850,Dan Campbell,Consumer,Marseille,Provence-Alpes-Côte d'Azur,France,Central,OFF-SU-10002094,Office Supplies,Supplies,"Acme Letter Opener, Steel",148.05000000000001,5,0,60.600000000000009
IT-2015-2403893,42314,42317,Second Class,NC-18415,Nathan Cano,Consumer,Celle,Lower Saxony,Germany,Central,OFF-AP-10004201,Office Supplies,Appliances,"Breville Refrigerator, White",931.44599999999991,2,0.1,103.44600000000001
ES-2015-4421897,42234,42238,Standard Class,MO-17950,Michael Oakman,Consumer,Madrid,Madrid,Spain,South,OFF-BI-10000894,Office Supplies,Binders,"Avery Binder Covers, Clear",31.589999999999996,3,0,7.2000000000000011
ES-2015-3805636,42137,42140,First Class,YC-21895,Yoseph Carroll,Corporate,Burgos,Castile and León,Spain,South,OFF-ST-10004855,Office Supplies,Storage,"Smead Lockers, Industrial",1074.06,6,0.1,214.73999999999992
ES-2015-3734581,42247,42251,Standard Class,AO-10810,Anthony O'Donnell,Corporate,Chester,England,United Kingdom,North,OFF-BI-10003152,Office Supplies,Binders,"Avery Hole Reinforcements, Recycled",9.5400000000000009,2,0,4.08
ES-2015-2720769,42226,42231,Second Class,CK-12325,Christine Kargatis,Home Office,Arnsberg,North Rhine-Westphalia,Germany,Central,OFF-AR-10002805,Office Supplies,Art,"Boston Sketch Pad, Blue",194.39999999999998,4,0,83.52
ES-2015-5649807,42267,42271,Standard Class,RP-19855,Roy Phan,Corporate,Murcia,Murcia,Spain,South,OFF-BI-10002799,Office Supplies,Binders,"Cardinal Binder Covers, Clear",34.379999999999995,3,0,8.91
ES-2015-5649807,42267,42271,Standard Class,RP-19855,Roy Phan,Corporate,Murcia,Murcia,Spain,South,FUR-FU-10001691,Furniture,Furnishings,"Deflect-O Photo Frame, Black",311.40000000000003,6,0,68.399999999999991
IT-2015-1573599,42326,42331,Standard Class,CC-12550,Clay Cheatham,Consumer,London,England,United Kingdom,North,OFF-BI-10003281,Office Supplies,Binders,"Ibico Binder, Recycled",28.511999999999997,2,0.1,-0.64799999999999969
ES-2015-3003511,42078,42082,Standard Class,CM-11815,Candace McMahon,Corporate,Berlin,Berlin,Germany,Central,TEC-AC-10004808,Technology,Accessories,"Memorex Router, Erganomic",219.61800000000002,1,0.1,48.797999999999988
IT-2015-5663038,42262,42266,Standard Class,BD-11500,Bradley Drucker,Consumer,Aulnay-sous-Bois,Ile-de-France,France,Central,TEC-CO-10000620,Technology,Copiers,"Brother Wireless Fax, Digital",965.04750000000001,3,0.15,-68.152500000000018
ES-2015-1712442,42233,42238,Standard Class,AM-10360,Alice McCarthy,Corporate,Harrogate,England,United Kingdom,North,OFF-AR-10001599,Office Supplies,Art,"Binney & Smith Canvas, Blue",205.43999999999997,4,0,39
ES-2015-1712442,42233,42238,Standard Class,AM-10360,Alice McCarthy,Corporate,Harrogate,England,United Kingdom,North,OFF-ST-10002905,Office Supplies,Storage,"Rogers Box, Single Width",48,2,0,5.76
ES-2015-1712442,42233,42238,Standard Class,AM-10360,Alice McCarthy,Corporate,Harrogate,England,United Kingdom,North,OFF-BI-10001055,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",12.060000000000002,2,0,3.7199999999999998
ES-2015-1712442,42233,42238,Standard Class,AM-10360,Alice McCarthy,Corporate,Harrogate,England,United Kingdom,North,TEC-PH-10001396,Technology,Phones,"Nokia Smart Phone, Cordless",4453.0500000000011,7,0,1424.85
ES-2015-1712442,42233,42238,Standard Class,AM-10360,Alice McCarthy,Corporate,Harrogate,England,United Kingdom,North,OFF-ST-10001478,Office Supplies,Storage,"Tenex File Cart, Single Width",268.32,2,0,24.119999999999997
ES-2015-2673474,42296,42300,Second Class,RM-19750,Roland Murray,Consumer,Hamburg,Hamburg,Germany,Central,TEC-PH-10004601,Technology,Phones,"Nokia Audio Dock, with Caller ID",1333.92,8,0,199.92000000000002
ES-2015-5496709,42257,42264,Standard Class,CD-12790,Cynthia Delaney,Home Office,Rome,Lazio,Italy,South,OFF-FA-10000834,Office Supplies,Fasteners,"Advantus Staples, Assorted Sizes",16.62,2,0,6.9599999999999991
ES-2015-1640672,42037,42040,First Class,KH-16630,Ken Heidel,Corporate,Dresden,Saxony,Germany,Central,TEC-PH-10001432,Technology,Phones,"Motorola Signal Booster, Cordless",583.92000000000007,8,0.5,-58.560000000000059
ES-2015-1640672,42037,42040,First Class,KH-16630,Ken Heidel,Corporate,Dresden,Saxony,Germany,Central,TEC-CO-10003534,Technology,Copiers,"HP Fax and Copier, Digital",86.265000000000001,1,0.5,-1.5000000000000568E-2
ES-2015-1640672,42037,42040,First Class,KH-16630,Ken Heidel,Corporate,Dresden,Saxony,Germany,Central,OFF-PA-10000908,Office Supplies,Paper,"Xerox Note Cards, Premium",13.184999999999999,1,0.5,-7.9349999999999987
ES-2015-3609014,42045,42051,Standard Class,MO-17800,Meg O'Connel,Home Office,Bielefeld,North Rhine-Westphalia,Germany,Central,OFF-AR-10000079,Office Supplies,Art,"Stanley Pencil Sharpener, Fluorescent",123.9,5,0,39.6
ES-2015-2945927,42269,42271,First Class,PC-18745,Pamela Coakley,Corporate,Bolzano,Trentino-Alto Adige,Italy,South,OFF-AR-10003113,Office Supplies,Art,"Binney & Smith Pens, Blue",35.820000000000007,3,0,15.03
ES-2015-3215372,42233,42234,First Class,AC-10420,Alyssa Crouse,Corporate,Sant Boi de Llobregat,Catalonia,Spain,South,FUR-FU-10000295,Furniture,Furnishings,"Advantus Light Bulb, Durable",51.3,3,0,12.24
IT-2015-5629016,42155,42158,First Class,TC-21295,Toby Carlisle,Consumer,Talence,Aquitaine-Limousin-Poitou-Charentes,France,Central,FUR-TA-10000347,Furniture,Tables,"Hon Computer Table, Adjustable Height",2228.6354999999999,7,0.35,-754.41449999999975
ES-2015-5814037,42163,42168,Standard Class,RH-19510,Rick Huthwaite,Home Office,Southend-on-Sea,England,United Kingdom,North,OFF-AR-10001216,Office Supplies,Art,"BIC Pencil Sharpener, Easy-Erase",146.4,5,0,7.1999999999999993
IT-2015-5340302,42017,42023,Standard Class,GM-14680,Greg Matthias,Consumer,Dordrecht,South Holland,Netherlands,Central,OFF-PA-10002040,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",49.800000000000004,2,0.5,-37.860000000000007
ES-2015-1458159,42260,42264,Standard Class,RW-19540,Rick Wilson,Corporate,Alicante,Valenciana,Spain,South,TEC-PH-10003960,Technology,Phones,"Apple Speaker Phone, with Caller ID",776.79000000000008,7,0.1,129.35999999999996
IT-2015-4028329,42184,42188,Standard Class,JF-15355,Jay Fein,Consumer,London,England,United Kingdom,North,FUR-FU-10004640,Furniture,Furnishings,"Tenex Light Bulb, Durable",19.151999999999997,2,0.4,-8.9879999999999995
IT-2015-4028329,42184,42188,Standard Class,JF-15355,Jay Fein,Consumer,London,England,United Kingdom,North,OFF-BI-10003114,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",44.037000000000006,7,0.1,19.046999999999997
ES-2015-1679370,42220,42224,Standard Class,RA-19885,Ruben Ausman,Corporate,Huddersfield,England,United Kingdom,North,FUR-CH-10001802,Furniture,Chairs,"Novimex Rocking Chair, Black",387,3,0,46.44
ES-2015-2857462,42042,42047,Standard Class,GB-14530,George Bell,Corporate,La Crau,Provence-Alpes-Côte d'Azur,France,Central,OFF-LA-10003969,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Laser Printer Compatible",31.409999999999997,3,0,10.620000000000001
ES-2015-3229667,42025,42030,Standard Class,RC-19960,Ryan Crowe,Consumer,Bielefeld,North Rhine-Westphalia,Germany,Central,TEC-AC-10004070,Technology,Accessories,"Memorex Router, Programmable",495.41999999999996,2,0,232.79999999999998
ES-2015-1416586,42065,42068,Second Class,EL-13735,Ed Ludwig,Home Office,Bochum,North Rhine-Westphalia,Germany,Central,OFF-AR-10000505,Office Supplies,Art,"Binney & Smith Pens, Easy-Erase",146.52000000000001,12,0,0
ES-2015-1416586,42065,42068,Second Class,EL-13735,Ed Ludwig,Home Office,Bochum,North Rhine-Westphalia,Germany,Central,TEC-MA-10001825,Technology,Machines,"Epson Calculator, Durable",46.53,1,0,12.54
ES-2015-1416586,42065,42068,Second Class,EL-13735,Ed Ludwig,Home Office,Bochum,North Rhine-Westphalia,Germany,Central,OFF-ST-10000127,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",102.438,2,0.1,35.238
ES-2015-4825230,42022,42027,Second Class,RB-19435,Richard Bierner,Consumer,Esbjerg,South Denmark,Denmark,North,OFF-BI-10004446,Office Supplies,Binders,"Acco Binding Machine, Economy",25.545000000000002,1,0.5,-10.755000000000003
ES-2015-2093980,42354,42359,Standard Class,JK-16120,Julie Kriz,Home Office,Augsburg,Bavaria,Germany,Central,TEC-AC-10002017,Technology,Accessories,"Belkin Memory Card, Erganomic",112.61999999999998,1,0,56.31
ES-2015-4028861,42312,42317,Second Class,SC-20380,Shahid Collister,Consumer,Pozzuoli,Campania,Italy,South,OFF-FA-10003836,Office Supplies,Fasteners,"Stockwell Rubber Bands, 12 Pack",15.959999999999997,1,0,1.59
ES-2015-1708225,42067,42073,Standard Class,DP-13165,David Philippe,Consumer,Rimini,Emilia-Romagna,Italy,South,OFF-FA-10004899,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",57.600000000000009,3,0,28.800000000000004
ES-2015-2258386,42319,42322,Second Class,BM-11140,Becky Martin,Consumer,Bochum,North Rhine-Westphalia,Germany,Central,OFF-BI-10001621,Office Supplies,Binders,"Cardinal Binding Machine, Economy",199.08000000000004,4,0,55.679999999999993
ES-2015-2258386,42319,42322,Second Class,BM-11140,Becky Martin,Consumer,Bochum,North Rhine-Westphalia,Germany,Central,OFF-PA-10000878,Office Supplies,Paper,"SanDisk Note Cards, Multicolor",67.92,2,0,28.5
IT-2015-3284965,42056,42060,Standard Class,SJ-20215,Sarah Jordon,Consumer,Zurich,Zürich,Switzerland,Central,OFF-ST-10000154,Office Supplies,Storage,"Smead Box, Single Width",32.400000000000006,3,0,8.370000000000001
IT-2015-3284965,42056,42060,Standard Class,SJ-20215,Sarah Jordon,Consumer,Zurich,Zürich,Switzerland,Central,OFF-FA-10003462,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes",21.18,2,0,5.88
ES-2015-5315807,42268,42271,Second Class,SC-20575,Sonia Cooley,Consumer,Drancy,Ile-de-France,France,Central,FUR-CH-10002991,Furniture,Chairs,"Novimex Steel Folding Chair, Adjustable",152.49600000000001,2,0.1,6.7560000000000038
IT-2015-1327965,42263,42270,Standard Class,DB-13660,Duane Benoit,Consumer,Slough,England,United Kingdom,North,OFF-ST-10004597,Office Supplies,Storage,"Rogers File Cart, Blue",281.34000000000003,2,0,2.7600000000000002
ES-2015-4372047,42240,42245,Second Class,KN-16705,Kristina Nunn,Home Office,Saint-Avold,Alsace-Champagne-Ardenne-Lorraine,France,Central,OFF-LA-10002733,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical",16.14,2,0,2.2199999999999998
ES-2015-2720307,42235,42240,Standard Class,SC-20800,Stuart Calhoun,Consumer,Cergy,Ile-de-France,France,Central,TEC-CO-10000070,Technology,Copiers,"Hewlett Copy Machine, High-Speed",1568.8365000000001,7,0.15,184.51650000000001
ES-2015-5177366,42262,42269,Standard Class,KH-16690,Kristen Hastings,Corporate,Zwickau,Saxony,Germany,Central,OFF-LA-10000508,Office Supplies,Labels,"Harbour Creations Round Labels, 5000 Label Set",21.419999999999998,3,0,8.2800000000000011
IT-2015-2743644,42274,42280,Standard Class,EB-13750,Edward Becker,Corporate,Arras,Hauts-de-France,France,Central,TEC-PH-10004601,Technology,Phones,"Nokia Audio Dock, with Caller ID",425.18700000000001,3,0.15,-6.3000000000002387E-2
ES-2015-4156324,42243,42247,Second Class,SC-20380,Shahid Collister,Consumer,Rudge,England,United Kingdom,North,OFF-FA-10004474,Office Supplies,Fasteners,"Advantus Rubber Bands, Metal",16.71,1,0,4.17
ES-2015-1494790,42242,42242,Same Day,LD-16855,Lela Donovan,Corporate,Baden-Baden,Baden-Württemberg,Germany,Central,OFF-SU-10001813,Office Supplies,Supplies,"Kleencut Ruler, Easy Grip",75.900000000000006,5,0,1.5000000000000002
IT-2015-4626649,42249,42253,Standard Class,PN-18775,Parhena Norris,Home Office,Jena,Thuringia,Germany,Central,OFF-BI-10002894,Office Supplies,Binders,"Avery Binding Machine, Durable",100.68,2,0,6
IT-2015-4626649,42249,42253,Standard Class,PN-18775,Parhena Norris,Home Office,Jena,Thuringia,Germany,Central,OFF-BI-10004028,Office Supplies,Binders,"Ibico Index Tab, Durable",37.08,4,0,16.200000000000003
ES-2015-2010166,42065,42069,Standard Class,LO-17170,Lori Olson,Corporate,Berlin,Berlin,Germany,Central,TEC-AC-10004791,Technology,Accessories,"Belkin Keyboard, USB",151.36200000000002,2,0.1,-5.0580000000000016
ES-2015-2755002,42124,42128,Standard Class,SG-20605,Speros Goranitis,Consumer,Cholet,Pays de la Loire,France,Central,OFF-ST-10004702,Office Supplies,Storage,"Eldon Box, Single Width",37.043999999999997,4,0.1,7.7639999999999993
ES-2015-5754966,42162,42169,Standard Class,DB-13210,Dean Braden,Consumer,Colchester,England,United Kingdom,North,OFF-PA-10001661,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",237.51,7,0,26.04
ES-2015-1589842,42138,42140,Second Class,AR-10825,Anthony Rawles,Corporate,Messina,Sicily,Italy,South,OFF-AR-10002454,Office Supplies,Art,"Binney & Smith Canvas, Water Color",109.08,2,0,52.320000000000007
ES-2015-1589842,42138,42140,Second Class,AR-10825,Anthony Rawles,Corporate,Messina,Sicily,Italy,South,TEC-AC-10000089,Technology,Accessories,"SanDisk Router, Bluetooth",1025.3999999999999,4,0,399.84000000000003
ES-2015-1351543,42137,42142,Standard Class,DP-13165,David Philippe,Consumer,Berlin,Berlin,Germany,Central,OFF-BI-10001384,Office Supplies,Binders,"Cardinal Binder, Economy",24.893999999999998,2,0.1,7.4339999999999993
ES-2015-2933675,42076,42083,Standard Class,SG-20470,Sheri Gordon,Consumer,Helsinki,Uusimaa,Finland,North,OFF-AR-10003457,Office Supplies,Art,"Sanford Sketch Pad, Water Color",194.64,4,0,91.44
ES-2015-5239101,42212,42216,Standard Class,MG-17695,Maureen Gnade,Consumer,Stuttgart,Baden-Württemberg,Germany,Central,OFF-ST-10002151,Office Supplies,Storage,"Eldon Box, Blue",27.701999999999995,3,0.1,4.8420000000000005
ES-2015-5239101,42212,42216,Standard Class,MG-17695,Maureen Gnade,Consumer,Stuttgart,Baden-Württemberg,Germany,Central,OFF-AR-10000703,Office Supplies,Art,"BIC Pens, Water Color",17.46,1,0,7.14
ES-2015-5239101,42212,42216,Standard Class,MG-17695,Maureen Gnade,Consumer,Stuttgart,Baden-Württemberg,Germany,Central,OFF-PA-10001971,Office Supplies,Paper,"Eaton Cards & Envelopes, Premium",135.54,3,0,40.589999999999996
IT-2015-2743644,42274,42280,Standard Class,EB-13750,Edward Becker,Corporate,Arras,Hauts-de-France,France,Central,OFF-FA-10000189,Office Supplies,Fasteners,"OIC Paper Clips, 12 Pack",27.72,2,0,6.6000000000000005
IT-2015-4317663,42337,42343,Standard Class,KM-16720,Kunst Miller,Consumer,London,England,United Kingdom,North,OFF-AR-10004303,Office Supplies,Art,"Stanley Markers, Blue",79.92,4,0.1,-0.96000000000000085
IT-2015-4317663,42337,42343,Standard Class,KM-16720,Kunst Miller,Consumer,London,England,United Kingdom,North,OFF-AR-10002094,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",52.595999999999997,2,0.1,1.7160000000000002
ES-2015-4805316,42217,42220,Second Class,EP-13915,Emily Phan,Consumer,Leipzig,Saxony,Germany,Central,OFF-LA-10003210,Office Supplies,Labels,"Novimex Color Coded Labels, 5000 Label Set",25.619999999999997,2,0,7.14
ES-2015-4805316,42217,42220,Second Class,EP-13915,Emily Phan,Consumer,Leipzig,Saxony,Germany,Central,FUR-FU-10004459,Furniture,Furnishings,"Deflect-O Door Stop, Erganomic",85.140000000000015,2,0,15.299999999999999
IT-2015-2421873,42352,42357,Standard Class,LH-17155,Logan Haushalter,Consumer,Amadora,Lisbon,Portugal,South,OFF-AR-10002805,Office Supplies,Art,"Boston Sketch Pad, Blue",121.49999999999999,5,0.5,-17.099999999999994
ES-2015-4926746,42067,42070,Second Class,RB-19705,Roger Barcio,Home Office,Nantes,Pays de la Loire,France,Central,OFF-BI-10000542,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",58.980000000000004,2,0,12.36
